Date,S,E,I,R,All exposed,Daily exposed,Daily admissions,Daily remissions,Daily deaths,All admissions,All remissions,All deaths,Active cases
2020-01-31,66400000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,66399998.55695888,1.2896448622106007,0.7166645655272842,0.4367316907021537,2.4430411184400387,1.4430411184400387,2.500879113976123e-06,5.772723336320559e-16,2.8430114189089672e-11,2.500879113976123e-06,5.772723336320559e-16,2.8430114189089672e-11,2.5008506832846615e-06
2020-02-02,66399997.32494255,2.1462626162936616,0.7191974054960748,0.8095974236641948,3.6750574454539313,1.2320163270138926,0.00015162650113307818,5.847890553627593e-12,3.3748921034314595e-09,0.0001541273802470543,5.8484678259612254e-12,3.403322217620549e-09,0.00015412397107636885
2020-02-03,66399995.95801318,2.961033908531623,0.8576587514055687,1.2232941594149886,5.04198681935218,1.366929373898249,0.0008613690506678924,6.435497535506079e-10,1.1772062577198448e-07,0.0010154964309149466,6.493982213765691e-10,1.2112394798960502e-07,0.0010153746575687357
2020-02-04,66399994.266435966,3.911461447872523,1.0868580623558781,1.7352445206868297,6.733564030915231,1.6915772115630503,0.002452165436568121,2.2516605734115077e-08,1.0879533321361687e-06,0.0034676618674830675,2.3166003955491646e-08,1.2090772801257738e-06,0.0034664296241989864
2020-02-05,66399992.09763743,5.10847852268613,1.4022596567301162,2.3916243887690234,8.90236256818527,2.168798537270039,0.005069711776548387,2.929438865926697e-07,5.450233312974586e-06,0.008537373644031454,3.161098905481613e-07,6.6593105931003596e-06,0.008530398223547805
2020-02-06,66399989.29103543,6.648283326879293,1.8196478024404132,3.241033448171473,11.708964577491178,2.8066020093059088,0.008782771596569138,2.091804230362733e-06,1.8800264857945474e-05,0.01732014524060059,2.407914120910894e-06,2.5459575451045835e-05,0.017292277751028633
2020-02-07,66399985.644615695,8.64715523973627,2.363618377872984,4.344610690113112,15.355384307722364,3.6464197302311856,0.013679013494679326,9.980895135279403e-06,5.053394248431748e-05,0.030999158735279916,1.2388809256190296e-05,7.599351793536331e-05,0.03091077640808836
2020-02-08,66399980.90813605,11.241059306679972,3.072713487292509,5.77809116102039,20.09186395499287,4.736479647270507,0.0199276094039575,3.566104735706653e-05,0.00011386538550658941,0.05092676813923741,4.804985661325682e-05,0.00018985890344195273,0.0506888593791822
2020-02-09,66399974.74831284,14.615127031727862,3.9942179482115105,7.6423421839262975,26.251687163865668,6.1598232088727976,0.02781774738888443,0.00010263153584643148,0.00022537845427172935,0.07874451552812184,0.00015068139245968829,0.0004152373577136821,0.07817859677794847
2020-02-10,66399966.7413487,19.001799999941397,5.191226475343244,10.065624831626359,34.258651306911,8.00696414304533,0.03778623049303207,0.0002500843228366988,0.00040455535139011814,0.1165307460211539,0.0004007657152963871,0.0008197927091038002,0.11531018759675371
2020-02-11,66399956.34041239,24.697137136532252,6.74901440319414,13.213436070771436,44.65958761049783,10.400936303586832,0.05044642335711155,0.0005347298925231593,0.0006736861517486613,0.16697716937826546,0.0009354956078195464,0.0014934788608524615,0.16454819490959344
2020-02-12,66399942.81099602,32.104648608818636,8.776282484096125,17.30807289234143,58.18900398525619,13.529416374758362,0.06662379505369785,0.0010303456598002119,0.001058423021537951,0.23360096443196332,0.0019658412676197582,0.0025519018823904126,0.22908322128195316
2020-02-13,66399925.205473594,41.75238117465679,11.405812966892324,22.636332268216943,75.79452640976606,17.60552242450987,0.08740612898922938,0.0018260512129178643,0.0015891051258608625,0.3210070934211927,0.0037918924805376225,0.004141007008251275,0.3130741939324038
2020-02-14,66399902.326750375,54.296228381130476,14.816508780624785,29.560512464408138,98.6732496261634,22.878723216397333,0.11421723708545731,0.0030250305847526844,0.0023028945260241797,0.43522433050665,0.006816923065290307,0.006443901534275455,0.42196350590708426
2020-02-15,66399872.652148545,70.54479707888608,19.2616056141568,38.54144876210552,128.3478514551484,29.674601828985004,0.14891150911091397,0.004745454669001427,0.0032467461764691405,0.584135839617564,0.011562377734291734,0.009690647710744595,0.5628828141725277
2020-02-16,66399834.05849127,91.65906006540915,25.06073014429379,50.22171852816694,166.94150873786987,38.593657282721466,0.19388682311117547,0.007124902030040628,0.004481277122609775,0.7780226627287394,0.018687279764332362,0.01417192483335437,0.7451634581310527
2020-02-17,66399783.802845635,119.16654834219494,32.59913653703016,65.431469488022,217.1971543672471,50.25564562937723,0.2522403646489612,0.010328982999927596,0.006085668245509989,1.0302630273777007,0.02901626276425996,0.02025759307886436,0.9809891715345763
2020-02-18,66399718.365696475,155.07791891266322,42.32049903945743,85.23588557954459,282.63430353166524,65.43714916441814,0.3280060324271176,0.014564437012797428,0.008163811896401904,1.3582690598048184,0.043580699777057384,0.028421404975266264,1.2862669550524948
2020-02-19,66399633.37240135,201.7259046650859,54.94273790121886,110.95895608926178,367.62759865556654,84.9932951239013,0.4264596529808667,0.02009683686838674,0.010852049126301406,1.784728712785685,0.06367753664544412,0.03927345410156767,1.6817777220386734
2020-02-20,66399523.23635438,261.96365620221025,71.50851061056343,144.29147880714942,477.7636456199231,110.13604696435658,0.5544718655299512,0.027273196293578425,0.014329043279735604,2.339200578315636,0.09095073293902255,0.05360249738130327,2.19464734799531
2020-02-21,66399380.02773665,340.19019114549803,93.14861765811963,187.6334545539433,620.9722633575609,143.20861773763778,0.7209057906124505,0.03655019832730309,0.018828540584345656,3.0601063689280865,0.12750093126632564,0.07243103796564893,2.860174399696112
2020-02-22,66399193.41147708,442.4027016199308,121.07295610520696,244.11286519634655,807.5885229214842,186.61625956392334,0.9371869798954876,0.04852942042681609,0.02465589459047162,3.997293348823574,0.17603035169314174,0.09708693255612055,3.724176064574312
2020-02-23,66398950.31195116,575.9785473354599,157.02231490225103,317.68718660923236,1050.6880488469433,243.09952592545903,1.2182215970625758,0.06400177262617322,0.03220934277283334,5.21551494588615,0.24003212431931498,0.12929627532895388,4.846186546237881
2020-02-24,66398635.35422564,748.4080762335063,204.2278648433542,413.009833286446,1365.6457743633064,314.9577255163631,1.5835781830125237,0.08400424852966337,0.042007400793694215,6.799093128898673,0.32403637284897835,0.1713036761226481,6.303753079927046
2020-02-25,66398226.4204602,971.7645146929585,266.03981219163643,536.7752129146043,1774.5795397991992,408.93376543589284,2.0587187879696467,0.10989292373399788,0.054724506621286716,8.85781191686832,0.43392929658297624,0.22602818274393482,8.197854437541409
2020-02-26,66397693.33935127,1263.9008561971582,345.644335625744,698.1154569174465,2307.6606487403487,533.0811089411495,2.676414286477954,0.14343713597684907,0.07123777191676077,11.534226203346273,0.5773664325598253,0.2972659546606956,10.659593816125753
2020-02-27,66396999.3806338,1645.0253173785766,448.44577099879564,908.1482778277505,3001.619366205123,693.958717464774,3.4792199261371737,0.18694140544875448,0.09268796979396884,15.013446129483448,0.7643078380085798,0.3899539244546645,13.859184367020204
2020-02-28,66396100.299421415,2136.908883138622,583.5254155103701,1180.2662799388318,3900.7005785878237,899.0812123827009,4.522928744177621,0.24340403244963832,0.1205584048602619,19.536374873661067,1.0077118704582182,0.5105123293149264,18.01815067388792
2020-02-29,66394932.001530536,2775.2027645766816,759.9240732945268,1533.871631596323,5068.998469467531,1168.2978908797077,5.880074460998312,0.3167239671171376,0.15677721349924323,25.41644933465938,1.3244358375753558,0.6672895428141696,23.424723954269854
2020-03-01,66393408.512980536,3610.861870840281,986.6337822994168,1994.991366326242,6592.48701946594,1523.4885499984084,7.644152578066014,0.4119703224153444,0.203850933750286,33.060601912725396,1.7364061599907001,0.8711404765644557,30.45305527617024
2020-03-02,66391428.03806137,4697.7979442228825,1280.7195457957582,2594.4444486162065,8572.961938634848,1980.474919168908,9.936911940364027,0.5357328282921765,0.26503830410422713,42.99751385308942,2.272138988282877,1.1361787806686827,39.58919608413787
2020-03-03,66388861.55118175,6101.05367740671,1667.0976457804572,3371.29749507228,11139.448818259447,2566.486879624599,12.917845942142044,0.6965775359614521,0.34457521700875327,55.91535979523147,2.968716524244329,1.480753997677436,51.4658892733097
2020-03-04,66385524.17804003,7925.016538482121,2170.2682420993433,4381.537179392029,14476.821959973493,3337.373141714046,16.79367873920637,0.9056395563086738,0.44796719935704543,72.70903853443784,3.8743560805530026,1.9287211970344815,66.90596125685036
2020-03-05,66381171.78767871,10313.94748184516,2816.15593554342,5699.10890390717,18829.212321295752,4352.390361322259,21.83114883023086,1.1773933888793169,0.5823712991284178,94.5401873646687,5.05174946943232,2.5110924961628993,86.97734539907347
2020-03-06,66375520.79270174,13413.256673105687,3657.028063074641,7409.922562083844,24480.207298264173,5650.994976968421,28.378382019867377,1.5306537620451655,0.7570920592003446,122.91856938453607,6.582403231477485,3.268184555363244,113.06798159769534
2020-03-07,66368196.41964325,17415.5112072117,4761.518316217478,9627.550833325093,31804.580356754268,7324.373058490095,36.890935144067114,1.9898771967484385,0.9842234202074791,159.80950452860318,8.572280428225923,4.252407975570723,146.98481612480654
2020-03-08,66358668.06820914,22623.686893192993,6196.381107679327,12512.86378998935,41332.93179086167,9528.351434107404,47.95771806564935,2.5868548775784412,1.2794843478340288,207.76722259425253,11.159135305804364,5.531892323404751,191.0761949650434
2020-03-09,66346255.78967302,29434.50258204797,8036.090007049126,16274.61773787989,53745.21032697699,12412.278536115315,62.339160078860886,3.362912170781786,1.663309267484267,270.10638267311344,14.52204747658615,7.195201590889019,248.38913360563828
2020-03-10,66330194.550725125,38205.764660517365,10447.05521095181,21153.629403406383,69806.44927487556,16061.238947898571,81.02788031380919,4.371766220278274,2.1622615870665496,351.13426298692264,18.893813696864424,9.357463177955568,322.8829861121026
2020-03-11,66309823.494843654,49143.80537721985,13559.095072718439,27474.604706407856,90177.50515634615,20371.055881470587,105.3143878046312,5.68324194633963,2.810861666601862,456.44865079155386,24.577055643204055,12.16832484455743,419.70327030379235
2020-03-12,66284595.37735589,62345.26184038633,17396.09448838584,35664.26631534312,115405.6226441153,25228.117487769152,136.81020410642023,7.388102658659725,3.653960819460524,593.2588548979741,31.96515830186378,15.822285664017954,545.4714109320923
2020-03-13,66253951.31465477,77843.75791138461,22103.411646760236,46102.51578709308,146049.68534523793,30644.06270112263,177.38107109725365,9.604320098240626,4.749786490966105,770.6399259952277,41.56947840010441,20.57207215498406,708.4983754401392
2020-03-14,66217229.85179982,95785.44287926909,27724.74921321936,59260.956107685444,182771.1482001739,36721.46285493596,229.0148585523664,12.485200550734126,6.173634395890484,999.6547845475941,54.054678950838536,26.745706550874544,918.8543990458811
2020-03-15,66173813.361259796,116284.94225353998,34227.41876884599,75675.27771781682,226187.6387402028,43416.4905400289,293.6998513620826,16.229848112046223,8.021880248289966,1293.3546359096767,70.28452706288476,34.76758679916451,1188.3025220476275
2020-03-16,66123571.23237238,138901.39597915055,41760.926030307535,95767.44561816001,276429.7676276181,50242.12888741531,373.3500500025716,21.096313886811323,10.415689156064117,1666.7046859122484,91.38084094969608,45.18327595522863,1530.1405690073236
2020-03-17,66066231.69182192,163514.07200101708,50137.609332114174,120117.62684494842,333769.30817807966,57339.54055046156,469.70606773847715,27.417243553975933,13.503718446095235,2136.4107536507254,118.79808450367202,58.686994401323865,1958.9256747457296
2020-03-18,66002080.698887914,189459.6013378462,59310.91489721599,149149.78487701694,397920.3011120791,64150.992933999456,584.1674400380697,35.61687889827519,17.463243370421303,2720.578193688795,154.4149634019472,76.15023777174517,2490.0129925151027
2020-03-19,65931840.790410385,215760.75434368104,69236.92632436543,183162.528921564,468160.20958961046,70239.90847753134,717.6353311607713,46.22721009892334,22.49927776163488,3438.2135248495665,200.64217350087054,98.64951553338005,3138.9218358153157
2020-03-20,65856126.9187062,241894.72378730742,79368.69124891901,222610.66625757085,543874.0812937974,75713.8717041869,870.2893576164146,59.900381001700715,28.841321563731128,4308.502882465981,260.54255450257125,127.49083709711118,3920.4694908662987
2020-03-21,65776515.44097672,266410.83263115934,89608.03908414161,267466.68730798096,623485.5590232819,79611.47772948456,1041.3707465810419,77.41435393443213,36.73740420907713,5349.873629047023,337.9569084370034,164.2282413061883,4847.688479303832
2020-03-22,65694765.99409055,287985.677558595,99651.63315517316,317597.6951956813,705235.0059094494,81749.44688616751,1229.0373420402254,99.66921870560579,46.44509476233837,6578.910971087249,437.62612714260916,210.67333606852668,5930.611507876113
2020-03-23,65612507.10298965,305847.0328559937,108683.09754054036,372963.76661381056,787493.8970103447,82258.89110089524,1430.1704166376564,127.67208996786252,58.21924681355065,8009.081387724906,565.2982171104717,268.8925828820773,7174.890587732357
2020-03-24,65532190.86303004,318434.8140700445,116574.94750012299,432800.3753997893,867810.1369699568,80316.23995961214,1640.2952060335763,162.50904521808133,72.29645950278301,9649.376593758481,727.807262328553,341.18904238486033,8580.380289045068
2020-03-25,65456041.237570085,324737.9750077277,122921.08651021506,496300.7009119696,943959.7624299123,76149.62545995554,1853.6513020343639,205.3029934149842,88.8764585752113,11503.027895792846,933.1102557435372,430.06550096007163,10139.852139089237
2020-03-26,65386639.86377019,323752.3374797618,126932.99742958721,562675.8013204659,1013361.1362298148,69401.3737999025,2063.27979869407,257.15687830495244,108.10098735187745,13566.307694486915,1190.2671340484897,538.166488311949,11837.874072126477
2020-03-27,65320347.40934248,320252.8325905791,128815.51498951031,630585.2430774289,1079653.5906575182,66292.4544277034,2261.229247730904,319.08236033588537,130.03128478108513,15827.53694221782,1509.349494384375,668.1977730930341,13649.989674740411
2020-03-28,65252852.06909451,318584.18134310644,129445.17001455861,699119.5795478283,1147148.9309054934,67495.3402479752,2439.4190473134304,391.91522986029435,154.6255962184054,18266.95598953125,1901.2647242446694,822.8233693114396,15542.86789597514
2020-03-29,65185376.19332981,317169.8357606347,129637.78567823292,767817.1852313213,1214624.806670189,67475.87576469546,2591.8587594686765,476.2203527668153,181.71880318499976,20858.814748999925,2377.485077011485,1004.5421724964393,17476.787499492
2020-03-30,65117900.26409433,316056.7215310951,129457.95488233858,836586.0594922381,1282100.7359056717,67475.92923548282,2716.210231481719,572.190843501768,211.00824433494896,23575.024980481645,2949.675920513253,1215.5504168313882,19409.798643137005
2020-03-31,65050635.26682346,314961.4010152556,129193.46207903815,905210.8700822477,1349365.7331765415,67264.99727086979,2813.2639176340213,679.5486074423779,242.05240963267366,26388.288898115665,3629.224527955631,1457.602826464062,21301.461543695972
2020-04-01,64983621.25134513,313841.32144511025,128888.20048654864,973650.2267232132,1416379.7486548722,67014.01547833066,2885.78507859075,797.4575398504519,274.2882265712952,29274.073976706415,4426.682067806083,1731.8910530353571,23115.500855864975
2020-04-02,64916826.296324216,312755.26503436116,128483.27212549953,1041936.1665159252,1483174.703675786,66794.95502091385,2937.4590605674243,924.4670540833508,307.0670209578405,32211.53303727384,5351.149121889433,2038.9580739931976,24821.425841391207
2020-04-03,64850314.72782291,311625.974869462,128058.08242870479,1110002.2148789275,1549686.2721770941,66511.5685013081,2972.1569975283664,1058.5087719150322,339.7031830531505,35183.6900348022,6409.657893804466,2378.661257046348,26395.37088395139
2020-04-04,64784128.44283216,310407.59896498517,127660.29659042075,1177804.6616124369,1615872.5571678428,66186.28499074862,2993.504658641982,1196.9665704398099,371.5264811943663,38177.19469344419,7606.624464244276,2750.187738240714,27820.382490959197
2020-04-05,64718222.412862554,309176.7547448566,127212.8904457845,1245388.941946807,1681778.5871374481,65906.02996960538,3004.6509733934554,1336.8265123479805,401.9293153595741,41181.845666837646,8943.450976592256,3152.1170536002883,29086.2776366451
2020-04-06,64652591.80346351,307953.095168882,126696.84603806138,1312759.2553295477,1747409.1965364912,65630.60939904302,3008.188539063085,1474.8927172606714,430.4027610093129,44190.03420590073,10418.343693852927,3582.5198146096013,30189.170697438203
2020-04-07,64587276.79365611,306692.4847982362,126158.23506862287,1379873.4864770344,1812724.2063438934,65315.00980740227,3006.180817654474,1608.0368680993693,456.55850294665504,47196.2150235552,12026.380561952295,4039.0783175562565,31130.75614404665
2020-04-08,64522364.30588607,305284.52910077764,125710.937605241,1446641.2274079188,1877636.6941139374,64912.48777004401,3000.2242601206676,1733.4403521830543,480.1366703685943,50196.43928367587,13759.820914135349,4519.214987924851,31917.40338161567
2020-04-09,64457838.29716508,303763.9366137426,125320.84582231558,1513077.9203988665,1942162.7028349247,64526.00872098724,2991.5067677723905,1848.7913453935405,501.001646547856,53187.94605144826,15608.612259528889,5020.216634472707,32559.117157446664
2020-04-10,64393577.49039156,302313.83599623345,124801.62205201144,1579308.0515601973,2006423.5096084422,64260.806773517514,2980.867274754821,1952.411662239587,519.1289910023634,56168.81332620308,17561.023921768476,5539.34562547507,33068.44377895953
2020-04-11,64329550.13198129,300990.65422409144,124096.64831027195,1645363.5654843487,2070450.8680187121,64027.35841026995,2968.8882670553635,2043.3045480938772,534.5868226083993,59137.70159325845,19604.328469862354,6073.932448083469,33459.440675312624
2020-04-12,64265821.74248783,299713.16344607715,123290.28192968821,1711175.8121364089,2134179.257512174,63728.38949346193,2956.0005593309083,2121.1295939041606,547.5146913958531,62093.70215258936,21725.458063766513,6621.447139479323,33746.79694934352
2020-04-13,64202555.11660252,298262.4809838706,122607.85555949912,1776575.5468541156,2197445.883397485,63266.62588531105,2942.539131541586,2186.121282039453,558.1024235439853,65036.24128413094,23911.579345805967,7179.549563023308,33945.11237530167
2020-04-14,64139848.83677746,296510.0989018208,122182.41108909332,1841459.653231625,2260152.1632225392,62706.27982505411,2928.7369443269663,2238.9723039520513,566.5707824048706,67964.97822845791,26150.551649758017,7746.120345428179,34068.306233271716
2020-04-15,64077460.361090146,294809.055810556,121653.58136698681,1906078.0017323145,2322540.6389098573,62388.475687318016,2914.6931319229193,2280.702525172885,573.1550607698703,70879.67136038083,28431.254174930902,8319.275406198049,34129.14177925188
2020-04-16,64015337.88245966,293242.7830702888,120936.84303443768,1970483.491435615,2384663.117540342,62122.47863048455,2900.3997188912303,2312.5309758894923,578.0919937317917,73780.07107927206,30743.785150820393,8897.36739992984,34138.918528521834
